url,status,title,canonical,language,type,indexable,source,notes
/en/pratiques/orthophonie,200,Speech Therapy | Wenaya,https://www.wenaya.com/en/pratiques/orthophonie,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/naturopathie,200,Naturopathie | Wenaya,https://www.wenaya.com/pratiques/naturopathie,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/naturopathie,200,Naturopathy | Wenaya,https://www.wenaya.com/en/pratiques/naturopathie,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/psychomotricite,200,Psychomotricit├® | Wenaya,https://www.wenaya.com/pratiques/psychomotricite,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/psychomotricite,200,Psychomotricity | Wenaya,https://www.wenaya.com/en/pratiques/psychomotricite,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/art-martial-therapie,200,Art Martial Th├®rapie | Wenaya,https://www.wenaya.com/pratiques/art-martial-therapie,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/art-martial-therapie,200,Martial Arts Therapy | Wenaya,https://www.wenaya.com/en/pratiques/art-martial-therapie,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/sono-therapie,200,Sono-th├®rapie | Wenaya,https://www.wenaya.com/pratiques/sono-therapie,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/sono-therapie,200,Sound Healing | Wenaya,https://www.wenaya.com/en/pratiques/sono-therapie,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/yoga,200,Yoga | Wenaya,https://www.wenaya.com/pratiques/yoga,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/yoga,200,Yoga | Wenaya,https://www.wenaya.com/en/pratiques/yoga,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/pratiques/infirmerie,200,Infirmerie | Wenaya,https://www.wenaya.com/pratiques/infirmerie,fr,PRACTICE,yes,sitemap; SSR verified 2026-09-08,ASCII canonical slug
/en/pratiques/infirmerie,200,Nursing | Wenaya,https://www.wenaya.com/en/pratiques/infirmerie,en,PRACTICE,yes,sitemap; SSR verified 2026-09-08,EN practice
/seance-de-groupe/yoga-prenatal,200,Yoga Pr├®natal ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/yoga-prenatal,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/yoga-prenatal,200,Prenatal Yoga in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/yoga-prenatal,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/seance-de-groupe/sophrologie,200,Sophrologie ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/sophrologie,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/sophrologie,200,Sophrology in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/sophrologie,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/seance-de-groupe/nutrition,200,Nutrition ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/nutrition,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/nutrition,200,Nutrition in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/nutrition,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/seance-de-groupe/breathwork,200,Breathwork ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/breathwork,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/breathwork,200,Breathwork in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/breathwork,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/seance-de-groupe/jiu-jitsu-bresilien,200,Jiu Jitsu Br├®silien ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/jiu-jitsu-bresilien,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/jiu-jitsu-bresilien,200,Brazilian Jiu-Jitsu in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/jiu-jitsu-bresilien,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/seance-de-groupe/pilates-et-posture,200,Pilates & Posture ├á Casablanca | Wenaya,https://www.wenaya.com/seance-de-groupe/pilates-et-posture,fr,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,FR/EN share FR slug
/en/seance-de-groupe/pilates-et-posture,200,Pilates & Posture in Casablanca | Wenaya,https://www.wenaya.com/en/seance-de-groupe/pilates-et-posture,en,GROUP SESSION,yes,sitemap; SSR verified 2026-09-08,EN session
/professional/nadine-kita,200,-,https://www.wenaya.com/professional/nadine-kita,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/nadine-kita,200,Nadine Kita ÔÇö Physiotherapist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/nadine-kita,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/dr-amal-benali,200,Dr. Amal Benali ÔÇö M├®decin G├®n├®raliste | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/dr-amal-benali,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/dr-amal-benali,200,Dr. Amal Benali ÔÇö General Practitioner | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/dr-amal-benali,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/khalid-ouazzani,200,Khalid Ouazzani ÔÇö Ost├®opathe | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/khalid-ouazzani,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/khalid-ouazzani,200,Khalid Ouazzani ÔÇö Osteopath | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/khalid-ouazzani,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/nadia-tazi,200,Nadia Tazi ÔÇö Psychologue Clinicienne | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/nadia-tazi,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/nadia-tazi,200,Nadia Tazi ÔÇö Clinical Psychologist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/nadia-tazi,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/yassine-el-amrani,200,Yassine El Amrani ÔÇö Nutritionniste | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/yassine-el-amrani,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/yassine-el-amrani,200,Yassine El Amrani ÔÇö Nutritionist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/yassine-el-amrani,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/sara-mansouri,200,Sara Mansouri ÔÇö Psychomotricienne | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/sara-mansouri,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/sara-mansouri,200,Sara Mansouri ÔÇö Psychomotor Therapist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/sara-mansouri,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/mehdi-irzi,200,Mehdi Irzi ÔÇö Orthophoniste | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/mehdi-irzi,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/mehdi-irzi,200,Mehdi Irzi ÔÇö Speech Therapist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/mehdi-irzi,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/najat-berrada,200,Najat Berrada ÔÇö Naturopathe | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/najat-berrada,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/najat-berrada,200,Najat Berrada ÔÇö Naturopath | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/najat-berrada,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/omar-tazi,200,Omar Tazi ÔÇö M├®decin du Sport | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/omar-tazi,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/omar-tazi,200,Omar Tazi ÔÇö Sports Physician | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/omar-tazi,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/professional/fatima-zahra-alami,200,Fatima Zahra Alami ÔÇö Di├®t├®ticienne-Nutritionniste | Wenaya Casablanca | Wenaya,https://www.wenaya.com/professional/fatima-zahra-alami,fr,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,Profile + in-profile booking panel
/en/professional/fatima-zahra-alami,200,Fatima Zahra Alami ÔÇö Dietitian-Nutritionist | Wenaya Casablanca | Wenaya,https://www.wenaya.com/en/professional/fatima-zahra-alami,en,PROFESSIONAL,yes,sitemap; SSR verified 2026-09-08,EN profile
/parcours-de-soins,200,Parcours de soins | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Journeys hub (previously 404; now canonical from live capture)
/en/parcours-de-soins,200,Parcours de soins | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN hub (FR copy under EN chrome)
/parcours-de-soins/grossesse-&-maternite,200,Grossesse & Maternité | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/grossesse-&-maternite,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/grossesse-&-maternite,200,Grossesse & Maternité | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/grossesse-&-maternite,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/les-troubles-de-l-apprentissage,200,Les troubles de l'apprentissage chez l'enfant : comprendre et agir | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/les-troubles-de-l-apprentissage,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/les-troubles-de-l-apprentissage,200,Les troubles de l'apprentissage chez l'enfant : comprendre et agir | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/les-troubles-de-l-apprentissage,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/le-vertige-positionnel,200,Le Vertige Positionnel Paroxystique Bénin (VPPB) | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/le-vertige-positionnel,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/le-vertige-positionnel,200,Le Vertige Positionnel Paroxystique Bénin (VPPB) | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/le-vertige-positionnel,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/la-maladie-d-alzheimer,200,La maladie d'Alzheimer | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/la-maladie-d-alzheimer,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/la-maladie-d-alzheimer,200,La maladie d'Alzheimer | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/la-maladie-d-alzheimer,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/sante-holistique,200,L'approche holistique en santé : qu'est-ce que cela signifie pour vous ? | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/sante-holistique,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/sante-holistique,200,L'approche holistique en santé : qu'est-ce que cela signifie pour vous ? | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/sante-holistique,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/tecar-therapie,200,La TECAR Thérapie : Une approche innovante en rééducation et physiothérapie | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/tecar-therapie,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/tecar-therapie,200,La TECAR Thérapie : Une approche innovante en rééducation et physiothérapie | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/tecar-therapie,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/parcours-de-soins/kinesitherapie-&-avc,200,Comment la kinésithérapie peut transformer la rééducation après un AVC | Wenaya | Wenaya,https://www.wenaya.com/parcours-de-soins/kinesitherapie-&-avc,fr,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,Canonical journey page from live capture
/en/parcours-de-soins/kinesitherapie-&-avc,200,Comment la kinésithérapie peut transformer la rééducation après un AVC | Wenaya | Wenaya,https://www.wenaya.com/en/parcours-de-soins/kinesitherapie-&-avc,en,CARE JOURNEY,yes,sitemap; SSR verified 2026-09-08,EN journey (FR content per live)
/articles/5-benefits-of-preventive-healthcare,200,-,https://www.wenaya.com/articles/5-benefits-of-preventive-healthcare,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/5-benefits-of-preventive-healthcare,200,-,https://www.wenaya.com/en/articles/5-benefits-of-preventive-healthcare,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/future-preventive-medicine-ai,200,-,https://www.wenaya.com/articles/future-preventive-medicine-ai,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/future-preventive-medicine-ai,200,-,https://www.wenaya.com/en/articles/future-preventive-medicine-ai,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/525-biomarkers-explained,200,-,https://www.wenaya.com/articles/525-biomarkers-explained,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/525-biomarkers-explained,200,-,https://www.wenaya.com/en/articles/525-biomarkers-explained,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/personalized-nutrition-biochemistry,200,-,https://www.wenaya.com/articles/personalized-nutrition-biochemistry,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/personalized-nutrition-biochemistry,200,-,https://www.wenaya.com/en/articles/personalized-nutrition-biochemistry,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/inflammation-chronic-disease-lifestyle,200,-,https://www.wenaya.com/articles/inflammation-chronic-disease-lifestyle,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/inflammation-chronic-disease-lifestyle,200,-,https://www.wenaya.com/en/articles/inflammation-chronic-disease-lifestyle,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/longevity-blue-zones-lessons,200,-,https://www.wenaya.com/articles/longevity-blue-zones-lessons,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/longevity-blue-zones-lessons,200,-,https://www.wenaya.com/en/articles/longevity-blue-zones-lessons,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/articles/sleep-circadian-rhythm-optimization,200,-,https://www.wenaya.com/articles/sleep-circadian-rhythm-optimization,fr,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/en/articles/sleep-circadian-rhythm-optimization,200,-,https://www.wenaya.com/en/articles/sleep-circadian-rhythm-optimization,en,ARTICLE,yes,sitemap; SSR verified 2026-09-08,NEW article (no live legacy)
/fr,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> / (high); Duplicate live home variant; canonical is root
/about,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /about-us (high); Parity: short form folds to live canonical
/en/about,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/about-us (high); Parity EN
/contact,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /contact-us (high); Parity: short form folds to live canonical
/en/contact,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/contact-us (high); Parity EN
/conditions,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /terms-and-conditions (high); Parity: short form folds to live canonical
/en/conditions,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/terms-and-conditions (high); Parity EN
/confidentialite,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /privacy-policy (high); Parity: short form folds to live canonical
/en/confidentialite,308,-,-,en,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /en/privacy-policy (high); Parity EN
/for-entreprise,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /corporate (high); Renamed company page
/for-entreprise/:path*,308,-,-,fr,REDIRECT-SOURCE,no,next.config.ts; verified 2026-09-08 (122-check suite),-> /corporate/:path* (high); Company glob
